"Media ID","Series Title","Episode Sort Title","Episode Title","Year","Season","Episode","Content Rating","Summary","Rating","User Rating","Studio","Originally Aired","Directors","Writers","Duration","Added","Updated","Poster url","Collection","Locked Fields","View Count"
"1354","The Andy Griffith Show","County Nurse","The County Nurse","1962","2","24","TV-G","Feisty country farmer Rafe Hollister is determined to avoid getting a tetanus shot when county nurse Mary Simpson arrives in Mayberry to inoculate the citizenry.","5.0","N/A","CBS","1962-03-19","Bob Sweeney","Charles Stewart - Jack Elinson","0:25:32","2017-04-04","2018-12-23","/library/metadata/1354/thumb/1545581050","N/A","N/A","1"
"1355","The Andy Griffith Show","N/A","Andy and Barney in the Big City","1962","2","25","TV-G","While on a trip to Raleigh, Andy and Barney find themselves swept into an adventure involving a jewel thief being watched by a hotel detective.","6.0","N/A","CBS","1962-03-26","Bob Sweeney","Harvey Bullock","0:25:21","2017-04-04","2018-12-23","/library/metadata/1355/thumb/1545581050","N/A","N/A","1"
"1356","The Andy Griffith Show","N/A","Wedding Bells for Aunt Bee","1962","2","26","TV-G","Aunt Bee invents an imaginary beau so that Andy can be free to concentrate on finding a wife for himself. But when it comes time to produce her boyfriend in person, Bee must scramble to find an actual contender.","5.0","N/A","CBS","1962-04-02","Bob Sweeney","Harvey Bullock","0:25:09","2017-04-04","2018-12-23","/library/metadata/1356/thumb/1545581050","N/A","N/A","1"
"1357","The Andy Griffith Show","N/A","Three's a Crowd","1962","2","27","TV-G","Andy's attempts to date county nurse Mary Simpson are constantly thwarted by an unwanted third wheel -- Barney -- who continually interferes with their courtship.","5.0","N/A","CBS","1962-04-09","Bob Sweeney","Charles Stewart - Jack Elinson","0:25:29","2017-04-04","2018-12-23","/library/metadata/1357/thumb/1545581050","N/A","N/A","1"
"1358","The Andy Griffith Show","Bookie Barber","The Bookie Barber","1962","2","28","TV-G","Floyd's dreams of expanding his haircutting business seem to be coming true when semi-retired barber Bill Medwin offer to come on board. But what Floyd doesn't realize is that his new barber is actually a bookie.","6.0","N/A","CBS","1962-04-16","Bob Sweeney","Harvey Bullock - Ray Saffian Allen","0:24:58","2017-04-04","2018-12-23","/library/metadata/1358/thumb/1545581050","N/A","N/A","1"
"1359","The Andy Griffith Show","N/A","Andy on Trial","1962","2","29","TV-G","A newspaper publishing mogul is ticketed for speeding and retaliates by sending an undercover reporter to Mayberry to dig up whatever dirt she can on Andy and his department.","6.0","N/A","CBS","1962-04-23","Bob Sweeney","Jack Elinson - Charles Stewart","0:25:37","2017-04-04","2018-12-23","/library/metadata/1359/thumb/1545581050","N/A","N/A","1"
"1360","The Andy Griffith Show","N/A","Cousin Virgil","1962","2","30","TV-G","When Barney's awkward cousin Virgil arrives from New Jersey, Barney attempts to put him to work -- but Virgil's earnest attempts to lend a helping hand create havoc at every turn.","5.0","N/A","CBS","1962-04-30","Bob Sweeney","Charles Stewart - Jack Elinson","0:25:59","2017-04-04","2018-12-23","/library/metadata/1360/thumb/1545581050","N/A","N/A","1"
"1361","The Andy Griffith Show","N/A","Deputy Otis","1962","2","31","TV-G","Can the town drunk masquerade as a respected Mayberry deputy? That's the plan when Otis Campbell receives a letter from his brother, who is planning to visit the town and observe his brother's law-enforcement talents.","5.0","N/A","CBS","1962-05-07","Bob Sweeney","Fred S. Fox - Iz Elinson","0:24:50","2017-04-04","2018-12-23","/library/metadata/1361/thumb/1545581050","N/A","N/A","1"
"1669","The Andy Griffith Show","N/A","Mr. McBeevee","1962","3","1","TV-G","Opie tells Andy about his new friend Mr. McBeevee, who Andy believes to be a figment of Opie's imagination. But when Andy begins to suspect Opie is using his new-found friend as an excuse to lie, he decides to set the record straight and prove Mr. McBeevee doesn't really exist. Or does he?","6.5","N/A","CBS","1962-10-01","Bob Sweeney","Ray Saffian Allen - Harvey Bullock","0:25:25","2017-04-04","2018-12-23","/library/metadata/1669/thumb/1545581050","N/A","N/A","1"
"1670","The Andy Griffith Show","N/A","Andy's Rich Girlfriend","1962","3","2","TV-G","Andy discovers Peggy comes from a wealthy family and starts to feel like he is unable to provide the kind of sophisticated company she is used to. He decides to stop seeing he and abruptly breaks it off, but without getting Peggy's Side of the story.","4.0","N/A","CBS","1962-10-08","Bob Sweeney","Everett Greenbaum - Jim Fritzell","0:24:37","2017-04-04","2018-12-23","/library/metadata/1670/thumb/1545581050","N/A","N/A","1"
"1671","The Andy Griffith Show","N/A","Andy and the New Mayor","1962","3","3","TV-G","There is a new mayor in town who is immediately put off by Andy's laid back management style. When Andy lets a prisoner out of jail for a few days so he can harvest crops, he finds his job is suddenly on the line, especially when the prisoner doesn't return.","6.0","N/A","CBS","1962-10-15","Rob Sweeney","Harvey Bullock","0:25:48","2017-04-04","2018-12-23","/library/metadata/1671/thumb/1545581050","N/A","N/A","N/A"
"1672","The Andy Griffith Show","N/A","Andy and Opie-Bachelors","1962","3","4","TV-G","Given Andy's habit of burning meals, Aunt Bee asks Peggy to look in on Andy and Opie while she's away visiting her aunt. When word gets around town, however, Andy is told Peggy's cooking may be her way of buttering him up to the idea of marriage.","4.0","N/A","CBS","1962-10-22","Bob Sweeney","Everett Greenbaum - Jim Fritzell","0:25:43","2017-04-04","2018-12-23","/library/metadata/1672/thumb/1545581050","N/A","N/A","N/A"
"1673","The Andy Griffith Show","Cow Thief","The Cow Thief","1962","3","5","TV-G","Two cows suddenly go missing in Mayberry and Mayor Stoner has decided to bring in a professional investigator to solve the crime. The investigator's conclusion goes along with what the rest of the town already suspects, but Andy has his own idea of what happened, an idea just crazy enough to be true.","6.0","N/A","CBS","1962-10-29","Bob Sweeney","Ray Saffian Allen - Harvey Bullock","0:25:41","2017-04-04","2018-12-23","/library/metadata/1673/thumb/1545581051","N/A","N/A","N/A"
"1674","The Andy Griffith Show","N/A","Barney Mends a Broken Heart","1962","3","6","TV-G","When Andy and Peggy must break a date, Barney mistakenly sees this as the end of their relationship. He decides to play matchmaker to help Andy mend his broken heart, with disastrous results.","4.0","N/A","CBS","1962-11-05","Bob Sweeney","Aaron Ruben","0:24:35","2017-04-04","2018-12-23","/library/metadata/1674/thumb/1545581051","N/A","N/A","N/A"
"1675","The Andy Griffith Show","N/A","Lawman Barney","1962","3","7","TV-G","Barney loses his self-confidence when two unlawful bullies laugh off his attempt to run them out of town. Andy tells them Barney is actually a trigger-happy lawman out for vengeance, but the bullies quickly see through the ruse and Barney now must find the courage within himself to stand up to them.","6.0","N/A","CBS","1962-11-12","Aaron Ruben","Aaron Ruben","0:25:36","2017-04-04","2018-12-23","/library/metadata/1675/thumb/1545581051","N/A","N/A","N/A"
"1712","The Andy Griffith Show","Mayberry Band","The Mayberry Band","1962","3","8","TV-G","When Mayor Stoner decides not to cover the expense of sending the Mayberry Marching Band to their annual competition in Raleigh because he thinks they're terrible, Andy helps out by having a few of his friends from ""Freddy Fleet And His Band With A Beat"" step in.","5.0","N/A","CBS","1962-11-19","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:20","2017-04-04","2018-12-23","/library/metadata/1712/thumb/1545581051","N/A","N/A","N/A"
"1713","The Andy Griffith Show","N/A","Floyd the Gay Deceiver","1962","3","9","TV-G","Floyd comes to Andy for help after telling his pen pal Ms. Grayson that he is wealthy and finding out she is coming for a visit. Andy helps Floyd keep up the appearance of wealth while she's in town and in the process learns just how deceiving appearances can be.","4.0","N/A","CBS","1962-11-26","Bob Sweeney","Aaron Ruben","0:24:59","2017-04-04","2018-12-23","/library/metadata/1713/thumb/1545581051","N/A","N/A","N/A"
"1714","The Andy Griffith Show","N/A","Opie's Rival","1962","3","10","TV-G","When Andy starts seeing Peggy MacMillan, Opie feels like she's become more important to Andy than he is. He decides to sabotage Andy's dates and break them up and nearly succeeds, until Andy finds out.","4.0","N/A","CBS","1962-12-03","Bob Sweeney","Sidney Morse","0:25:16","2017-04-04","2018-12-23","/library/metadata/1714/thumb/1545581051","N/A","N/A","N/A"
"1715","The Andy Griffith Show","N/A","Convicts at Large","1962","3","11","TV-G","Barney and Floyd stumble upon a cabin in the woods where three dangerous female convicts are hiding out. They are taken prisoner and it's Andy to the rescue when he manages to capture two of them. But it's up to Barney to get the third using all the charm he can muster, along with his best Rudolph Valentino impression.","6.0","N/A","CBS","1962-12-10","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:24:58","2017-04-04","2018-12-23","/library/metadata/1715/thumb/1545581051","N/A","N/A","N/A"
"1716","The Andy Griffith Show","Bed Jacket","The Bed Jacket","1962","3","12","TV-G","With Aunt Bee's birthday fast approaching, she begins dropping hints about the pale blue bed jacket she's been eyeing in the store window. When Andy doesn't catch on and buys the jacket for Mayor Stoner's wife instead, she is crushed. Now the only way Andy can get the jacket back is to trade it for his most prized possession: Ol' Eagle-Eyed Annie, his beloved fishing rod.","4.0","N/A","CBS","1962-12-17","Bob Sweeney","Ray Saffian Allen - Harvey Bullock","0:25:13","2017-04-04","2018-12-23","/library/metadata/1716/thumb/1545581052","N/A","N/A","N/A"
"1717","The Andy Griffith Show","Bank Job","The Bank Job","1962","3","13","TV-G","Barney becomes convinced the Mayberry bank is ripe for a robbery and tries to prove his point by staging a fake one. When he discovers a weak spot in the security system, he unknowing relays this information to a couple of actual robbers.","7.0","N/A","CBS","1962-12-24","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:32","2017-04-04","2018-12-23","/library/metadata/1717/thumb/1545581052","N/A","N/A","N/A"
"1718","The Andy Griffith Show","N/A","One-Punch Opie","1962","3","14","TV-G","A new boy named Quincy moves into town and starts getting Opie and his friends into trouble. When Opie is dared to break a streetlight, he refuses and is teased mercilessly. Andy tries to help by telling the boy's parents, but Opie sees that it's up to him to stand up to Quincy once and for all.","4.0","N/A","CBS","1962-12-31","Bob Sweeney","Harvey Bullock","0:25:12","2017-04-04","2018-12-23","/library/metadata/1718/thumb/1545581052","N/A","N/A","N/A"
"1719","The Andy Griffith Show","N/A","Barney and the Governor","1963","3","15","TV-G","Barney believes his job is on the line when he accidentally gives the governor's car a parking ticket. When he learns the governor is coming to town to see him about it, his nervousness causes him to drink cup after cup of water from the water cooler, the very same cooler Otis has spiked with alcohol.","6.0","N/A","CBS","1963-01-07","Bob Sweeney","Bill Freedman - Henry Sharp","0:25:31","2017-04-04","2018-12-23","/library/metadata/1719/thumb/1545581052","N/A","N/A","N/A"
"1720","The Andy Griffith Show","N/A","Man in a Hurry","1963","3","16","TV-G","Malcolm Tucker, a business tycoon from Charlotte, has the unfortunate luck of having his car break down in Mayberry on a Sunday. Now he's willing to do just about anything to be on his way, including stealing Gomer's truck. Andy invites the man over for Sunday dinner to try and teach him the importance of relaxation before he does something he'll really regret.","6.0","N/A","CBS","1963-01-14","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:07","2017-04-04","2018-12-23","/library/metadata/1720/thumb/1545581052","N/A","N/A","N/A"
"1721","The Andy Griffith Show","N/A","High Noon in Mayberry","1963","3","17","TV-G","Andy gets a letter from a criminal he had wounded years before and learns the man is coming to Mayberry to see him. Barney becomes convinced the man wants revenge and enlists Gomer and Otis to secretly protect Andy, which ends up wreaking more havoc than any criminal ever could.","7.0","N/A","CBS","1963-01-21","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:31","2017-04-04","2018-12-23","/library/metadata/1721/thumb/1545581052","N/A","N/A","N/A"
"1722","The Andy Griffith Show","Loaded Goat","The Loaded Goat","1963","3","18","TV-G","Cy Hudgins has a pet goat with a taste for dynamite and Andy and Barney are forced to put it in a padded cell until the danger ""passes."" But when Otis unknowingly lets their new prisoner out, it's up to Barney and his harmonica to safely lead the goat out of town.","4.0","N/A","CBS","1963-01-28","Bob Sweeney","Harvey Bullock","0:25:46","2017-04-04","2018-12-23","/library/metadata/1722/thumb/1545581052","N/A","N/A","N/A"
"1723","The Andy Griffith Show","N/A","Class Reunion","1963","3","19","TV-G","Andy and Barney reminisce about old flames and decide to throw a class reunion. When the big night finally comes, they both find they have a lot to learn about how much things have -- and have not -- changed.","6.0","N/A","CBS","1963-02-04","Charles Irving","Jim Fritzell - Everett Greenbaum","0:25:41","2017-04-04","2018-12-23","/library/metadata/1723/thumb/1545581052","N/A","N/A","N/A"
"1724","The Andy Griffith Show","N/A","Rafe Hollister Sings","1963","3","20","TV-G","Rafe Hollister stops by the auditions for the Ladies League Musicale and shocks everyone with his beautiful voice. But Mayor Stoner and Mrs. Jeffries are aghast at his shabby appearance so Andy and Barney decide to give him a makeover, despite Rafe's objections.","4.0","N/A","CBS","1963-02-11","Charles Irving","Harvey Bullock","0:25:37","2017-04-04","2018-12-23","/library/metadata/1724/thumb/1545581052","N/A","N/A","N/A"
"1725","The Andy Griffith Show","N/A","Opie and the Spoiled Kid","1963","3","21","TV-G","Opie's new friend Arnold is a spoiled brat used to getting his own way. He convinces Opie to try and get a raise in his allowance by throwing a temper tantrum, showing Andy that he must teach Arnold's father the importance of discipline before Opie picks up any more of Arnold's spoiled habits.","4.0","N/A","CBS","1963-02-18","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:13","2017-04-04","2018-12-23","/library/metadata/1725/thumb/1545581052","N/A","N/A","N/A"
"1726","The Andy Griffith Show","Great Filling Station Robbery","The Great Filling Station Robbery","1963","3","22","TV-G","Andy suggests to Gomer that he hire a troubled young man named Jimmy to help out at Wally's gas station. But everyone soon suspects Jimmy of being a thief after valuable items start disappearing from the station. Andy believes Jimmy is innocent but must prove it, even when all the evidence is against him.","6.0","N/A","CBS","1963-02-25","Bob Sweeney","Harvey Bullock","0:25:30","2017-04-04","2018-12-23","/library/metadata/1726/thumb/1545581052","N/A","N/A","N/A"
"1727","The Andy Griffith Show","N/A","Andy Discovers America","1963","3","23","TV-G","Opie complains to Andy about how his new history teacher Ms. Crump is a mean old woman who likes to assign extra homework. Andy tells Opie it's not important if he doesn't know every answer, which leaves Opie believing history isn't important. Now Andy has to show Opie, and his class, how much history matters before Ms. Crump decides to quit.","6.0","N/A","CBS","1963-03-04","Bob Sweeney","John Whedon","0:25:45","2017-04-04","2018-12-23","/library/metadata/1727/thumb/1545581052","N/A","N/A","N/A"
"1728","The Andy Griffith Show","N/A","Aunt Bee's Medicine Man","1963","3","24","TV-G","Aunt Bee becomes depressed about her age and falls for the charms of Colonel Harvey, a traveling medicine man selling a magic elixir to restore her youth. By the time Andy and Barney discover the secret behind the elixir, they find he has gotten the entire Ladies Aid Church Committee under his spell!","4.0","N/A","CBS","1963-03-11","Bob Sweeney","John Whedon","0:25:41","2017-04-04","2018-12-23","/library/metadata/1728/thumb/1545581052","N/A","N/A","N/A"
"1729","The Andy Griffith Show","Darlings Are Coming","The Darlings Are Coming","1963","3","25","TV-G","A family of musicians who live in the mountains descend on Mayberry to await the arrival of their daughter Charlene's fiancee. When Andy tries to help by putting them up in the courthouse, he gets more than he bargained for when Charlene suddenly sets her sights on him.","3.0","N/A","CBS","1963-03-18","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:22:23","2017-04-04","2018-12-23","/library/metadata/1729/thumb/1545581052","N/A","N/A","N/A"
"1730","The Andy Griffith Show","N/A","Andy's English Valet","1963","3","26","TV-G","A tourist from England causes a traffic accident and finds himself unable to pay the damages, so Andy decides to let the man pay it off by being his valet. But it's not long before Andy finds his laid-back small-town lifestyle clashing with the man's strict, English ways.","5.0","N/A","CBS","1963-03-25","Bob Sweeney","Harvey Bullock","0:24:47","2017-04-04","2018-12-23","/library/metadata/1730/thumb/1545581052","N/A","N/A","N/A"
"1731","The Andy Griffith Show","N/A","Barney's First Car","1963","3","27","TV-G","Barney learns that the car he's spent his life savings on is a lemon, and the little old lady he bought it from may have put one over on him. When Barney and Andy set out to return the car and arrest her, however, they find the hardest part may be just getting there.","6.0","N/A","CBS","1963-04-01","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:50","2017-04-04","2018-12-23","/library/metadata/1731/thumb/1545581052","N/A","N/A","N/A"
"1732","The Andy Griffith Show","Rivals","The Rivals","1963","3","28","TV-G","Opie develops a case of puppy love for a girl in his class, but is crushed to find she isn't interested. Barney tries to lift his spirits by letting Opie hang out with him and Thelma Lou awhile. It works great, until Opie forgets his crush and sets his sights on Thelma Lou.","5.0","N/A","CBS","1963-04-08","Bob Sweeney","Harvey Bullock","0:25:22","2017-04-04","2018-12-23","/library/metadata/1732/thumb/1545581052","N/A","N/A","N/A"
"1733","The Andy Griffith Show","Wife for Andy","A Wife for Andy","1963","3","29","TV-G","Barney believes it's time for Andy to get married and sets Andy up with Opie's teacher, Ms. Crump. When Barney decides she's not right for him, he tries to set up a party for Andy to meet all the other eligible ladies of Mayberry. But Andy has other plans, and they all involve Ms. Crump.","5.0","N/A","CBS","1963-04-15","Bob Sweeney","Aaron Ruben","0:25:36","2017-04-04","2018-12-23","/library/metadata/1733/thumb/1545581052","N/A","N/A","N/A"
"1734","The Andy Griffith Show","N/A","Dogs, Dogs, Dogs","1963","3","30","TV-G","A pack of stray hunting dogs descends upon Mayberry at the same time that a state investigator has come to review Andy's request for more funds for the jail. Barney and Opie decide to bring the dogs to the courthouse to shelter them from a storm, not realizing that Mr. Somerset is already there.","6.0","N/A","CBS","1963-04-22","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:22","2017-04-04","2018-12-23","/library/metadata/1734/thumb/1545581052","N/A","N/A","N/A"
"1735","The Andy Griffith Show","N/A","Mountain Wedding","1963","3","31","TV-G","The Darling clan is back and this time need Andy's help to wed their daughter Charlene to Dud Walsh before crazy old Ernest T. Bass makes good on his threats to kidnap her and take her for his own. Andy sets Barney up as a decoy bride while the real wedding takes place elsewhere. The plan works, until Ernest kidnaps Barney and decides he's just as good a bride as Charlene.","6.0","N/A","CBS","1963-04-29","Bob Sweeney","Jim Fritzell - Everett Greenbaum","0:25:42","2017-04-04","2018-12-23","/library/metadata/1735/thumb/1545581052","N/A","N/A","N/A"
"1736","The Andy Griffith Show","Big House","The Big House","1963","3","32","TV-G","Andy is told to keep two big-time bandits in his jail until detectives from Tennessee come to get them. Knowing that the bandit's friends will try to break them out, Barney spots two suspicious men outside the jail and promptly arrests them. As it turns out, they are the detectives from Tennessee, giving the bandit's real friends the opportunity they've been waiting for.","6.0","N/A","CBS","1963-05-06","N/A","Harvey Bullock","0:24:41","2017-04-04","2018-12-23","/library/metadata/1736/thumb/1545581052","N/A","N/A","N/A"
"24691","The Andy Griffith Show","N/A","Opie the Birdman","1963","4","1","TV-G","Opie decides to raise a nest of baby birds after accidentally killing their mother with his new slingshot and ends up learning one of the hardest lessons of motherhood in the process.","3.0","N/A","CBS","1963-09-30","N/A","Harvey Bullock","0:25:46","2018-12-22","2018-12-23","/library/metadata/24691/thumb/1545581053","N/A","N/A","N/A"
"24692","The Andy Griffith Show","Haunted House","The Haunted House","1963","4","2","TV-G","Barney is sent into a reputed ""haunted"" house to retrieve Opie's baseball and sees things that make even the skeptical Andy wonder if there really are ghosts, until Andy discovers who's really doing the haunting.","7.0","N/A","CBS","1963-10-07","Earl Bellamy","Harvey Bullock","0:25:12","2018-12-22","2018-12-23","/library/metadata/24692/thumb/1545581053","N/A","N/A","N/A"
"24693","The Andy Griffith Show","N/A","Ernest T. Bass Joins the Army","1963","4","3","TV-G","When Ernest T. Bass is denied from joining the army, he blames Andy and threatens to break every window in Mayberry. When Andy learns the real reason for Ernest's denial, he finds a solution that benefits everyone...except Barney.","6.0","N/A","CBS","1963-10-14","Dick Crenna","Everett Greenbaum - Jim Fritzell","0:25:40","2018-12-22","2018-12-23","/library/metadata/24693/thumb/1545581053","N/A","N/A","N/A"
"24694","The Andy Griffith Show","Sermon for Today","The Sermon for Today","1963","4","4","TV-G","A visiting minister preaches the importance of relaxation and inspires Aunt Bee, Andy, and Barney to throw a Sunday afternoon band concert. When it ends up being more work than they imagined, it leaves them wondering if they'll ever have time to relax again.","7.0","N/A","CBS","1963-10-21","Dick Crenna","John Whedon","0:24:09","2018-12-22","2018-12-23","/library/metadata/24694/thumb/1545581053","N/A","N/A","N/A"
"24695","The Andy Griffith Show","N/A","Briscoe Declares for Aunt Bee","1963","4","5","TV-G","While having dinner at the Taylor household, mountain man Briscoe Darling (Denver Pyle) mistakes Aunt Bee's usual hospitality for affection and whisks her away to his cabin to marry her, quite against her wishes. But when Aunt Bee takes it upon herself to ""civilize"" him, he wonders if hospitality is all it's cracked up to be.","3.0","N/A","CBS","1963-10-28","Earl Bellamy","Everett Greenbaum - Jim Fritzell","0:25:18","2018-12-22","2018-12-23","/library/metadata/24695/thumb/1545581053","N/A","N/A","N/A"
"24696","The Andy Griffith Show","N/A","Gomer the House Guest","1963","4","6","TV-G","Andy lets Gomer move in after he loses his job at the gas station and instantly regrets it after Gomer's night habits prove to be more than the Taylors can take. Now Andy must find a way to get Gomer's job back, or never sleep again.","4.0","N/A","CBS","1963-11-04","Earl Bellamy","Everett Greenbaum - Jim Fritzell","0:24:42","2018-12-22","2018-12-23","/library/metadata/24696/thumb/1545581053","N/A","N/A","N/A"
"24697","The Andy Griffith Show","Black Day for Mayberry","A Black Day for Mayberry","1963","4","7","TV-G","All of Mayberry turns out to welcome a truck carrying gold to Fort Knox as it passes through town. When Barney sneaks a closer look at the loot, he sees that there may not be as much to celebrate as everyone thought.","6.0","N/A","CBS","1963-11-11","Jeffrey Hayden","John Whedon","0:24:52","2018-12-22","2018-12-23","/library/metadata/24697/thumb/1545581053","N/A","N/A","N/A"
"24698","The Andy Griffith Show","N/A","Opie's Ill-Gotten Gain","1963","4","8","TV-G","Opie finally gets a good grade in math, and Andy is so proud he tells everyone in town. But when Opie's teacher tells him she made a mistake and his grade is actually an F, he goes home to tell Andy the bad news, only to find Andy has bought him a shiny new bicycle.","4.0","N/A","CBS","1963-11-18","Jeffrey Hayden","John Whedon","0:25:43","2018-12-22","2018-12-23","/library/metadata/24698/thumb/1545581053","N/A","N/A","N/A"
"24699","The Andy Griffith Show","Date for Gomer","A Date for Gomer","1963","4","9","TV-G","Thelma Lou's bachelorette cousin is coming to Mayberry for the town dance, and Barney decides to set her up with Gomer. On the big night, they all meet up at Thelma Lou's and everything seems to be going great, until Gomer suddenly disappears.","6.0","N/A","CBS","1963-11-25","Dick Crenna","Everett Greenbaum - Jim Fritzell","0:25:33","2018-12-22","2018-12-23","/library/metadata/24699/thumb/1545581053","N/A","N/A","N/A"
"24700","The Andy Griffith Show","N/A","Up in Barney's Room","1963","4","10","TV-G","Barney has an argument with his landlady Mrs. Mendelbright and gets evicted. After moving into the courthouse and having no luck finding a new place, he decides to mend fences with Mrs. Mendelbright, only to find she has decided to sell the house and run away to get married.","6.0","N/A","CBS","1963-12-02","Jeffrey Hayden","Everett Greenbaum - Jim Fritzell","0:25:49","2018-12-22","2018-12-23","/library/metadata/24700/thumb/1545581053","N/A","N/A","N/A"
"24701","The Andy Griffith Show","N/A","Citizen's Arrest","1963","4","11","TV-G","A minor argument between Barney and Gomer over a traffic ticket erupts into an all-out feud that leads to reckless driving, staged burglaries, and eventually Barney's resignation from the force. Can Andy get the two friends to make up before things really get out of hand?","8.0","N/A","CBS","1963-12-16","Dick Crenna","Everett Greenbaum - Jim Fritzell","0:25:04","2018-12-22","2018-12-23","/library/metadata/24701/thumb/1545581053","N/A","N/A","N/A"
"24702","The Andy Griffith Show","N/A","Opie and His Merry Men","1963","4","12","TV-G","Opie and his friends decide to play Robin Hood to a friendly hobo they meet in the local woods and take food from their own cupboards to give to him. Andy decides to meet the man and ends up teaching them all a lesson in who the rich and poor really are.","6.0","N/A","CBS","1963-12-30","Dick Crenna","John Whedon","0:25:49","2018-12-22","2018-12-23","/library/metadata/24702/thumb/1545581053","N/A","N/A","N/A"
"24703","The Andy Griffith Show","N/A","Barney and the Cave Rescue","1964","4","13","TV-G","The day of the town picnic, Barney watches as Andy and Helen go wandering into a cave just before the entrance collapses. He quickly rallies the town to their rescue, not realizing Andy and Helen have already found a way out.","6.0","N/A","CBS","1964-01-06","Dick Crenna","Harvey Bullock","0:25:41","2018-12-22","2018-12-23","/library/metadata/24703/thumb/1545581053","N/A","N/A","N/A"
"24704","The Andy Griffith Show","N/A","Andy and Opie's Pal","1964","4","14","TV-G","After becoming jealous of the attention Andy give to the new boy in town, Opie comes to Andy wrapped in bandages and tells him he and the new boy got into a vicious fight. One peek under Opie's bandages, however, tells Andy the fight may not have been as bloody, or as real, as Opie says.","N/A","N/A","CBS","1964-01-13","Richard Crenna","Harvey Bullock","0:25:44","2018-12-22","2018-12-23","/library/metadata/24704/thumb/1545581054","N/A","N/A","N/A"
"24705","The Andy Griffith Show","N/A","Aunt Bee the Crusader","1964","4","15","TV-G","Aunt Bee's friend Mr. Frisby tells her his house is about to be demolished to make way for a new highway. She decides to help her friend and campaigns to halt the county's plans, despite the fact that Andy is the one who must serve the eviction.","6.0","N/A","CBS","1964-01-20","Coby Ruskin","John Whedon","0:25:47","2018-12-22","2018-12-23","/library/metadata/24705/thumb/1545581054","N/A","N/A","N/A"
"24706","The Andy Griffith Show","N/A","Barney's Sidecar","1964","4","16","TV-G","Barney buys an antique motorcycle in order to set a speed trap for speeding truckers on Highway 6. After Barney makes a complete nuisance of himself to all of Mayberry, Andy realizes that the answer may be to make the motorcycle more valuable to the town than to Barney.","6.0","N/A","CBS","1964-01-27","Coby Ruskin","Everett Greenbaum - Jim Fritzell","0:25:04","2018-12-22","2018-12-23","/library/metadata/24706/thumb/1545581054","N/A","N/A","N/A"
"24707","The Andy Griffith Show","N/A","My Fair Ernest T. Bass","1964","4","17","TV-G","Andy is called to arrest Ernest T. Bass once again for disturbing one of Mrs. Wiley's socials. Sympathizing with his search for true love, Andy and Barney teach him how to act like a gentleman and bring him to Mrs. Wiley's next social. But when Ernest falls for Mrs. Wiley's niece, his true colors shine through.","6.0","N/A","CBS","1964-02-03","Earl Bellamy","Everett Greenbaum - Jim Fritzell","0:25:55","2018-12-22","2018-12-23","/library/metadata/24707/thumb/1545581054","N/A","N/A","N/A"
"24708","The Andy Griffith Show","N/A","Prisoner of Love","1964","4","18","TV-G","While guarding a gorgeous jewel thief one night, Andy nearly falls for her seductive charms. He decides to go home and leaves Barney to guard her for the night. But when it suddenly occurs to Andy what the thief's real plans are, he realizes he may not be able to warn Barney in time.","5.0","N/A","CBS","1964-02-10","Earl Bellamy","Harvey Bullock","0:25:52","2018-12-22","2018-12-23","/library/metadata/24708/thumb/1545581054","N/A","N/A","N/A"
"24709","The Andy Griffith Show","N/A","Hot Rod Otis","1964","4","19","TV-G","Andy and Barney are horrified to learn that Otis, the town drunk, has just bought a new car. After he passes out one night after a party, Andy and Barney put him in his usual jail cell and pretend that he is dead to teach him a lesson. Little do they know Otis may have already learned it.","4.0","N/A","CBS","1964-02-17","N/A","Harvey Bullock","0:25:47","2018-12-22","2018-12-23","/library/metadata/24709/thumb/1545581054","N/A","N/A","N/A"
"24710","The Andy Griffith Show","Song Festers","The Song Festers","1964","4","20","TV-G","When Gomer replaces Barney in the Mayberry choir, Barney is heartbroken. Gomer hears about this and feigns illness so that Barney can sing on the night of the recital. But when Barney's pride gets in the way, the big performance threatens to become a big disaster.","6.0","N/A","CBS","1964-02-24","Earl Bellamy","Everett Greenbaum - Jim Fritzell","0:25:36","2018-12-22","2018-12-23","/library/metadata/24710/thumb/1545581054","N/A","N/A","N/A"
"24711","The Andy Griffith Show","Shoplifters","The Shoplifters","1964","4","21","TV-G","Andy and Barney must find a shoplifter that's been hitting Ben Weaver's store, so Barney volunteers to dress up as a mannequin. He ends up accusing a little old lady and is ridiculed for another one of his famous blunders by everyone except Andy, who believes he might be onto something.","6.0","N/A","CBS","1964-03-02","Coby Ruskin","Bill Idelson - Sam Bobrick","0:24:32","2018-12-22","2018-12-23","/library/metadata/24711/thumb/1545581054","N/A","N/A","N/A"
